"Año","Código actividad económica","Nombre actividad económica","Código sector económico","Nombre sector económico","Código subsector económico","Nombre subsector económico","Costos y gastos nómina","Aportes seguridad","Aportes a entidades","Efectivo y equivalentes","Inversiones e instrumentos","Cuentas y otros por cobrar","Inventarios","Propiedades","Otros activos","Total patrimonio bruto","Pasivos","Total patrimonio líquido","Ingresos ordinarios","Ingresos financieros","Otros ingresos","Total ingresos brutos","Devoluciones, rebajas","Ingresos no renta","Total ingresos netos","Costos","Gastos administración","Gastos distribución","Gastos financieros","Otros gastos","Total costos y gastos","Renta líquida ordinaria","Pérdida líquida","Compensaciones","Renta líquida","Renta presuntiva","Renta exenta","Rentas gravables","Renta líquida gravable","Ingresos ganancias ocasionales","Costos ganancias ocasionales","Ganancias ocasionales no gravadas","Ganancias ocasionales gravables","Impuesto RLG","Descuentos tributarios","Impuesto neto de renta","Impuesto ganancias ocasionales","Total Impuesto a cargo","Anticipo renta año anterior","Saldo a favor año anterior","Autorretenciones","Otras retenciones","Total retenciones","Anticipo renta siguiente año","Saldo a pagar por impuesto","Sanciones","Total saldo a pagar","Total saldo a favor"
"2019","2012","FABRICACIÓN DE ABONOS Y COMPUESTOS INORGÁNICOS NITROGENADOS","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","278431","34707","11701","83178","40632","1084210","703396","774427","90555","2802583","1806337","1005189","3557114","48355","32498","3638530","64503","337","3573746","2832841","206886","268720","137497","29610","3475554","139986","34077","29254","110732","12909","234","0","113067","7493","5738","198","1677","36534","3000","33534","171","33705","2785","2428","80393","12188","92581","800","1952","9","1956","65236"
"2013","8553","Enseñanza cultural","10","Actividades de la administración pública y defensa, de enseñanza, actividades de atención de la salud y de asistencia social","16","Educación","14085","2296","990","9216","8","4887","469","12091","2346","29016","8324","20971","47981","277","3955","52213","37","12","52166","8365","35122","3817","0","834","39773","4116","280","171","3945","46","3590","1","385","0","0","0","0","70","0","70","0","70","11","32","0","57","57","12","33","6","38","51"
"2014","113","Cultivo de hortalizas, raíces y tubérculos ","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","29297","2935","860","12040","6276","25379","25203","81111","2836","152844","81035","77635","190644","656","3569","194869","5787","460","188622","132992","18192","20249","68","4334","42843","13238","1294","55","13183","1702","107","12","13312","4332","3246","12","1075","3305","13","3291","107","3398","717","156","446","957","1403","1301","2582","10","2590","156"
"2019","4511","COMERCIO DE VEHÍCULOS AUTOMOTORES NUEVOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","1265673","147929","48719","1338682","1228025","4474587","5636543","2671348","644122","16329610","11157740","5594984","32194392","339482","583973","33212096","1978912","93550","31139634","25776946","976182","2560071","770553","101906","30185658","1160980","186815","65442","1095539","61680","6306","45","1095319","80187","61227","2546","19905","361450","78181","283294","1995","285289","27090","93865","309195","111464","420659","13603","36554","77","36573","279328"
"2012","6614","Actividades de las casas de cambio","8","Actividades financieras, inmobiliarias y de seguros","11","Actividades financieras y de seguros","1540","250","106","5030","259","5542","3","3428","288","14410","19907","11042","5622","6","13","5641","0","0","5641","49","4522","35","0","531","5088","384","172","49","335","309","0","0","353","2123","2123","0","0","116","0","116","0","116","73","0","0","1","1","81","124","1","125","1"
"2018","2393","FABRICACIÓN DE OTROS PRODUCTOS DE CERÁMICA Y PORCELANA","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","107240","5398","3090","39730","140973","349708","197077","263035","27206","1056744","740003","317360","1372748","19219","19144","1411112","123450","129","1287533","834505","134506","254103","54158","4468","1281739","16878","11067","19","16860","11777","1","0","27034","0","0","0","0","8913","55","8858","0","9827","42","121","26240","435","26675","92","3135","1","3136","20231"
"2012","2824","Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción","3","Manufactura","3","Industrias manufactureras","10981","1970","677","9209","409","21734","25936","40945","8275","106501","55407","51368","97310","368","3088","100766","1641","74","99052","63227","17201","3597","0","2164","23255","7786","666","149","7637","701","120","17","7733","258","249","0","16","2231","4","2229","5","2236","564","209","7","2346","2339","308","690","4","690","1270"
"2020","1523","FABRICACIÓN DE PARTES DEL CALZADO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","34740","3917","1099","20831","4191","62829","85323","72261","4561","250713","162327","92986","230025","1564","6684","238273","5500","2901","229872","179248","24625","10104","7252","1300","222529","13607","5181","0","13607","498","1","0","13751","4025","2126","1058","924","4335","150","4185","92","4278","161","1844","1845","3071","4916","252","372","6","375","2760"
"2018","8010","ACTIVIDADES DE SEGURIDAD PRIVADA","9","ACTIVIDADES PROFESIONALES, CIENTÍFICAS, TÉCNICAS Y DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","14","ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","4563188","597029","148566","389248","114872","1447218","32577","619142","111582","2833778","1347360","1506086","7353110","13807","45547","7413482","102313","4087","7307082","5216861","1196949","470500","76343","29514","6990167","325227","8400","646","324580","39093","1113","0","324806","14114","7974","10","6209","106510","656","105854","622","113621","39945","5088","15390","18160","33550","42276","75834","26","75854","5583"
"2013","4659","Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","1033378","157009","50606","814365","146163","3758651","2437591","1204181","294038","8654988","5246408","3461330","10823589","129926","424846","11378362","346957","9763","11021643","7210381","1178597","1286692","182","547730","3013201","795644","72735","8542","787101","89386","5355","40","791471","63413","45692","1021","16802","195461","526","194938","1634","196572","18558","75227","169623","149101","318725","18016","32426","349","32524","230099"
"2016","2815","FABRICACIÓN DE HORNOS, HOGARES Y QUEMADORES INDUSTRIALES","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","5770","741","228","5233","23","8402","11261","4928","429","30275","20191","10215","34568","152","880","35600","1227","0","34373","22185","6826","1972","0","1097","32081","2589","297","0","2589","232","0","0","2611","522","1","0","521","615","1","614","52","666","34","413","6","666","672","66","69","0","69","446"
"2015","6209","OTRAS ACTIVIDADES DE TECNOLOGÍAS DE INFORMACIÓN Y ACTIVIDADES DE SERVICIOS INFORMÁTICOS","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","311519","31355","10503","179805","47051","566512","59272","97995","150334","1100969","854017","304919","1378381","398579","64773","1841733","11841","290","1829602","807983","274294","246623","0","3212","811195","102113","99965","939","102113","6751","2559","5","100211","586","125","0","462","24468","482","23710","45","23755","1864","25096","1333","48803","50136","1296","3831","24","3843","55865"
"2012","3520","Producción de gas; distribución de combustibles gaseosos por tuberías","4","Electricidad, gas, vapor y agua","4","Suministro de electricidad, gas, vapor y aire acondicionado","122504","20351","7695","368453","301288","1879101","76548","1060548","204812","3890749","2471394","1424532","4025863","161547","143194","4330604","12250","105699","4212654","2919102","291097","10510","0","133287","434894","863868","6183","1488","862380","834","2","359","862857","8769","7962","27","780","284582","529","284053","257","284310","136959","15095","48237","2209","50446","157937","240338","5","240330","578"
"2015","4722","COMERCIO AL POR MENOR DE LECHE, PRODUCTOS LÁCTEOS Y HUEVOS, EN ESTABLECIMIENTOS ESPECIALIZADOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","31185","3425","976","18498","630","82576","23298","55030","10760","190792","179454","63360","905379","2022","9792","917193","15404","55","901734","805209","34682","56493","3","1480","806689","10555","15627","24","10555","1091","540","0","10151","1633","1023","0","612","2448","0","2435","61","2496","531","368","40","1656","1696","508","965","7","969","553"
"2013","7912","Actividades de operadores turísticos","9","Actividades profesionales, científicas, técnicas y de servicios administrativos y de apoyo","14","Actividades de servicios administrativos y de apoyo","21281","3236","894","19027","1920","53186","708","20690","7370","102902","64285","39725","122447","624","7613","130684","2595","146","127943","55481","30976","25527","11","6380","62894","9733","567","1","9733","707","567","0","9241","0","0","0","0","2141","0","2141","0","2141","423","263","0","1711","1711","415","784","8","790","623"
"2017","4922","TRANSPORTE MIXTO","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","8","TRANSPORTE Y ALMACENAMIENTO","37233","4596","1229","20242","8160","125185","3838","74331","8413","242582","141249","107564","249321","1228","6134","257131","1274","527","255330","150113","74405","9122","4573","2402","240615","19315","4599","105","19210","2719","278","39","19484","2394","2023","0","374","6319","45","6274","37","6369","626","948","1488","5166","6655","597","1171","37","1179","2955"
"2015","1523","FABRICACIÓN DE PARTES DEL CALZADO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","32244","3663","987","14556","889","59413","44444","53467","8848","181617","102809","79617","219963","1195","7737","228895","3128","92","225675","158833","22547","14173","2","4892","163725","16858","2222","0","16858","2132","0","0","17200","1146","733","0","413","4221","70","3958","43","4000","481","1096","433","2753","3186","490","1266","4","1267","1534"
"2012","2651","Fabricación de equipo de medición, prueba, navegación y control","3","Manufactura","3","Industrias manufactureras","21983","4279","1479","10830","7322","52643","32184","31610","5514","140102","91828","48515","194649","253","7354","202255","1058","29","201168","151144","22380","6158","0","9770","38308","14561","3372","35","14526","1228","0","0","14835","3","3","0","0","4672","6","4666","0","4666","313","291","0","7833","7833","273","1307","47","1315","4766"
"2013","5224","Manipulación de carga","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","8","Transporte y almacenamiento","272508","51963","12427","128713","116371","532320","25911","793098","294207","1890621","1184791","713594","1206655","12611","127212","1346477","11917","7286","1327274","698685","316865","125679","1","165039","607585","112468","95787","1574","110894","18156","1023","2278","121305","8168","4273","0","4091","29606","27","29580","410","29989","12034","6584","9607","24675","34281","8287","7769","91","7785","22317"
"2014","2394","Fabricación de cemento, cal y yeso","3","Manufactura","3","Industrias manufactureras","634988","49642","12951","839689","5087546","2688981","374951","3421358","790960","13203484","5855976","7347918","5376235","184914","713123","6274272","59969","59605","6154697","2984033","905032","647621","0","628158","2180810","1033024","43893","112672","920352","189782","8","0","955498","39084","33603","92","5971","235732","62180","173552","597","174149","9177","74674","110734","9294","120028","27839","44707","572","44709","46027"
"2013","6491","Leasing financiero (arrendamiento financiero)","8","Actividades financieras, inmobiliarias y de seguros","11","Actividades financieras y de seguros","15247","2157","728","80910","0","1171559","0","12279","32374","1297124","1139368","157763","74179","117070","14284","205532","0","0","205532","0","98493","4857","0","52295","155644","45081","0","0","45081","4447","0","0","45083","1844","1298","0","546","11271","0","11271","55","11325","8463","8","980","74","1055","7224","9027","1","9027","3"
"2013","149","Cría de otros animales n.c.p.","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","17210","2687","808","12537","13208","62705","42844","111872","8306","251472","171114","82057","197921","820","6920","205662","2778","20","202864","152098","20695","15352","3","10837","46886","5053","1538","315","4737","1840","46","0","5265","8058","4760","705","2593","1395","0","1395","256","1651","434","52","0","1421","1422","576","1095","11","1105","775"
"2017","6190","OTRAS ACTIVIDADES DE TELECOMUNICACIONES","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","641281","76158","24336","428136","138892","2378874","201199","794525","394050","4524686","2631169","2026484","5010790","116221","65128","5202123","30507","21008","5150608","2691454","947344","177393","128072","840458","4784721","300989","40099","12774","288215","34791","2228","2470","299974","3899","3295","53","665","99129","345","98787","71","109939","13481","34971","85916","66929","152845","12880","30240","69","30248","128956"
"2019","2421","INDUSTRIAS BÁSICAS DE METALES PRECIOSOS","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","11727","1221","545","42342","2831","78281","23958","7795","39625","198345","107657","92370","1817450","12243","1567","1831260","43290","51","1787919","1708220","18073","7646","19973","304","1754216","34582","759","314","34268","1126","0","0","34432","0","0","0","0","8343","29","8314","0","8314","445","541","14927","855","15782","640","1702","6","1706","9514"
"2020","1011","PROCESAMIENTO Y CONSERVACIÓN DE CARNE Y PRODUCTOS CÁRNICOS","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","964865","102118","31926","367168","921869","1325956","741647","2260927","149456","6104707","4039355","2126502","10765947","909407","155037","11842127","450320","3487","11388320","8119737","694317","1206988","1070359","34440","11125840","426590","159916","45430","381159","9013","12","0","383903","101072","78119","5071","17992","122344","24516","97829","1799","99628","7910","15737","99760","64180","163939","6445","12803","52","12813","94417"
"2013","4322","Instalaciones de fontanería, calefacción y aire acondicionado","5","Construcción","6","Construcción","105148","16713","3854","59909","2699","177529","67958","73065","10427","391587","240264","157351","679795","2043","5157","686995","9998","2913","676362","467066","110059","26017","244","12283","148603","51237","2519","28","51208","3088","228","0","51072","724","395","0","338","12575","5","12569","33","12603","449","1714","1462","12112","13574","508","1349","55","1378","3950"
"2018","1090","ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","396651","37502","14091","195726","503727","1227430","1210318","1265576","189376","4696238","3150338","1605979","9976596","55992","61059","10117139","105867","20267","9991004","8650880","310397","456008","180097","31927","9629310","371528","9834","13454","358074","45405","7185","0","353320","14106","11866","814","1757","116561","1734","114827","176","127617","11897","3117","166638","8377","175015","3019","11494","7","11496","80205"
"2016","5819","OTROS TRABAJOS DE EDICIÓN","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","21218","2399","758","8939","8193","41677","18883","19071","2211","98975","67603","34200","104483","238","7997","112717","8563","8","104147","56423","15838","21946","0","4706","98913","6112","878","0","6112","1029","308","0","5856","0","0","0","0","1425","0","1424","0","1424","62","575","2078","826","2905","280","273","1","273","2015"
"2018","1630","FABRICACIÓN DE PARTES Y PIEZAS DE MADERA, DE CARPINTERÍA Y EBANISTERÍA PARA LA CONSTRUCCIÓN","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","126715","17153","3977","52679","20500","203643","171320","192450","25977","691499","492099","247145","813860","4173","12244","830277","22535","158","807583","552784","113538","70996","14402","5652","757372","57297","7084","588","56709","7158","25","0","57551","1435","1079","59","325","18870","114","18756","32","19176","1217","4438","5524","14099","19623","1323","2365","28","2374","7436"
"2013","5629","Actividades de otros servicios de comidas","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","9","Alojamiento y servicios de comida","61618","11199","2938","90083","11041","472096","26724","54859","40725","695528","176138","520459","940224","764","6090","947078","11031","27","936019","669756","75755","12858","0","12860","101473","112428","453","59","112369","2106","72413","112","40017","52","18","13","25","9843","0","9843","3","9846","383","1048","47","10959","11006","626","1306","25","1321","3260"
"2013","1513","Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales","3","Manufactura","3","Industrias manufactureras","50502","7174","1988","12178","1957","104610","134652","28370","12396","294163","213869","81844","362425","490","36467","399382","1061","0","398321","161858","62383","96781","0","49459","208622","27440","253","0","27440","1913","19","0","27433","1350","1249","0","101","6844","0","6844","10","6854","1189","176","2871","2384","5255","420","1019","3","1021","365"
"2019","143","CRÍA DE OVEJAS Y CABRAS","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","2112","233","62","2002","1638","7983","24542","20282","1214","66339","26533","40743","29061","18","317","29395","317","270","28961","24325","4805","704","479","46","30359","1651","3049","42","1609","487","775","0","898","162","0","217","0","295","1","295","0","295","65","47","58","426","485","24","89","2","90","366"
"2021","5012","Transporte de carga marítimo y de cabotaje ","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","8","Transporte y almacenamiento","85019","9307","2567","122720","76158","403992","23486","214008","17726","862625","504456","379430","797348","13936","18736","833831","32735","10806","790291","447187","97798","69217","22686","3737","640625","152609","1048","15324","137284","25","1827","0","135473","7388","6344","143","901","41920","2627","39293","90","39384","7586","4294","7107","8410","15517","10801","28303","8","28305","5508"
"2013","9511","Mantenimiento y reparación de computadores y de equipo periférico","11","Otras actividades de servicios","19","Otras actividades de servicios","70162","11443","3241","33791","7879","128246","37588","59838","13538","280880","138663","149593","358372","1046","8085","367503","1655","65","365783","214792","69889","37137","121","11440","118587","33847","3537","126","33721","4310","162","0","34036","154","91","0","62","8470","121","8348","6","8354","888","2471","5570","7712","13279","247","280","19","288","8309"
"2020","6491","LEASING FINANCIERO (ARRENDAMIENTO FINANCIERO)","8","ACTIVIDADES FINANCIERAS, INMOBILIARIAS Y DE SEGUROS","11","ACTIVIDADES FINANCIERAS Y DE SEGUROS","2704","320","123","4150","70","109885","0","4768","139","119056","68120","50937","1340","26482","77","27899","10","0","27889","27","7405","2473","6780","1","16687","11309","60","0","11309","216","0","0","11312","0","0","0","0","3620","64","3556","0","3556","2580","2","223","58","282","2593","3289","1","3289","3"
"2015","8130","ACTIVIDADES DE PAISAJISMO Y SERVICIOS DE MANTENIMIENTO CONEXOS","9","ACTIVIDADES PROFESIONALES, CIENTÍFICAS, TÉCNICAS Y DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","14","ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO","39913","5583","1304","23557","1564","37788","4409","23132","2021","92471","35030","57599","154861","122","3569","158552","421","18","158113","84215","35679","7527","9","9279","93494","19715","763","6","19715","747","3596","0","16175","21","57","0","0","3837","107","2961","0","2961","417","437","21","3351","3373","434","388","10","393","1215"
"2016","4930","TRANSPORTE POR TUBERÍAS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","8","TRANSPORTE Y ALMACENAMIENTO","220699","23768","9517","2587083","4250471","1984987","275787","19742123","1400371","30240621","14282303","15974245","12663114","245622","5008867","17917603","116","2457264","15460223","4035710","477290","41347","85669","3181121","7821136","7674591","35504","325263","7349328","416773","40867","0","7312789","9956","4843","33","5080","1828168","5622","1822546","508","1823054","800073","364","167736","28706","196442","1084859","2344083","1","2344083","6386"
"2015","1430","FABRICACIÓN DE ARTÍCULOS DE PUNTO Y GANCHILLO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","4200","567","166","1240","2696","25725","12356","8272","187","50475","15716","35048","34064","163","5741","39967","2624","1","37342","19494","6588","3823","0","452","19946","1402","1883","0","1402","1257","0","0","2284","2785","2646","0","228","484","0","484","23","507","31","734","0","477","478","747","73","1","73","62"
"2018","6512","SEGUROS DE VIDA","8","ACTIVIDADES FINANCIERAS, INMOBILIARIAS Y DE SEGUROS","11","ACTIVIDADES FINANCIERAS Y DE SEGUROS","718138","77837","29131","1693335","38237160","3490916","394","318399","327341","44125017","34792130","9333167","32605779","2411382","552649","35649515","14606","135273","35499635","24329349","4478720","3362076","210797","275494","32656436","2846356","3157","28547","2817809","221670","2759344","47","107860","27011","17577","1040","8396","35585","351","35234","840","39969","12514","60803","69950","10793","80743","14754","20251","35","20251","124241"
"2018","4775","COMERCIO AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","29082","3077","944","21163","2955","44719","58597","32369","3036","164106","46372","118284","131406","428","4860","136745","65","50","136630","44618","49194","25791","1539","386","121527","15312","210","0","15312","2607","487","0","15061","1901","1156","0","745","4943","9","4934","75","5189","2041","511","552","952","1504","2463","4124","1","4125","713"
"2017","6120","ACTIVIDADES DE TELECOMUNICACIONES INALÁMBRICAS","7","INFORMACIÓN Y COMUNICACIONES","10","INFORMACIÓN Y COMUNICACIONES","263030","30598","11187","392192","17293","477810","65738","1328677","567132","3521394","2639274","999538","3087205","36408","246793","3370406","217793","163","3152450","1905745","905795","168113","119417","15236","3114306","120280","81996","91341","28940","25228","108","2354","53869","266871","54491","12078","200302","17486","4","17483","20030","39033","1684","9643","100843","18949","119792","1087","1454","19","1462","94453"
"2016","114 - 115*","CULTIVO DE TABACO Y CULTIVO DE PLANTAS TEXTILES ","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","276","55","21","332","24","7800","1394","17584","61","27194","23749","3445","8190","0","79","8269","316","0","7953","5053","2074","870","0","0","7998","121","167","0","121","61","1","0","176","0","0","0","0","44","0","44","0","44","6","12","0","28","28","8","17","0","17","12"
"2014","2221","Fabricación de formas básicas de plástico","3","Manufactura","3","Industrias manufactureras","252435","27720","8650","59177","97458","773420","486141","691029","51176","2158401","1535643","662079","2535676","56123","128148","2719946","51881","8982","2659083","2034411","182275","183496","96","248751","614618","88335","81966","988","87346","19190","1393","590","91854","17122","11141","198","6667","20042","26","19999","667","20666","1280","4351","23281","14893","38174","1162","2211","46","2216","24148"
"2017","710","EXTRACCIÓN DE MINERALES DE HIERRO","2","MINERÍA","2","EXPLOTACIÓN DE MINAS Y CANTERAS","1347","236","67","2108","753","12932","1771","92617","5531","118100","87421","31436","11567","15","95","11677","6","0","11670","9310","1461","286","320","3","11380","1043","753","0","1043","459","0","0","1113","150","149","0","1","378","0","378","0","379","42","81","28","205","233","50","167","0","167","229"
"2016","1090","ELABORACIÓN DE ALIMENTOS PREPARADOS PARA ANIMALES","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","313568","34602","11475","173716","367848","1167789","865706","845210","96487","3516755","2332203","1243264","8846183","44651","241007","9131841","90592","14595","9026654","7671473","256092","350606","0","305465","8583636","447571","4553","13452","434119","27796","2996","0","432598","24462","9751","791","13920","108112","1208","106904","1392","108296","1893","1364","113767","7476","121243","773","35165","3","35167","26507"
"2015","1399","FABRICACIÓN DE OTROS ARTÍCULOS TEXTILES N.C.P.","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","91212","9588","3501","48674","2265","199310","149173","114229","36149","549801","295452","255533","692627","5424","55458","753510","21533","790","731187","451457","75538","66994","0","1731","453188","83657","6596","1073","83657","5602","29","0","84140","8126","5362","13","2751","20802","42","20739","275","21014","810","1276","4601","3989","8590","5626","19044","2","19046","3078"
"2020","4771","COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS (INCLUYE ARTÍCULOS DE PIEL) EN ESTABLECIMIENTOS ESPECIALIZADOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","470617","51623","16912","612487","169226","700382","1283925","803796","207960","3908400","2562704","1425993","4572581","85841","85074","4743603","273854","2465","4467284","2565322","455700","1109646","159128","22468","4312264","232931","76454","15514","217417","6453","1999","5","216963","14369","12810","2","1822","68347","10560","57787","184","57890","12370","24601","20087","42029","62116","12101","23951","48","23979","53029"
"2013","1690","Fabricación de otros productos de madera; fabricación de artículos de corcho, cestería y espartería","3","Manufactura","3","Industrias manufactureras","19387","3504","831","6611","3785","33262","23128","24644","18555","109985","62517","50505","130704","346","6371","137421","1401","1948","134072","91453","18872","6835","2","3736","29445","8414","860","0","8414","1204","73","0","8510","10","0","0","10","2101","0","2101","1","2101","296","815","106","3107","3212","149","156","10","159","2222"
"2014","9321","Actividades de parques de atracciones y parques temáticos","11","Otras actividades de servicios","18","Actividades artísticas, de entretenimiento y recreación","44704","6368","2353","52016","901","27966","3373","190062","50932","325251","152010","179684","211993","735","7453","220181","8624","3235","208359","56127","58097","66647","0","8687","133430","23499","5025","1467","22032","1688","16351","0","6080","1257","1239","0","24","1443","0","1443","2","1445","375","173","0","602","602","473","1156","1","1158","388"
"2016","1511","CURTIDO Y RECURTIDO DE CUEROS; RECURTIDO Y TEÑIDO DE PIELES","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","24494","3161","864","15735","11879","123444","68303","42443","4081","265884","194783","76256","421112","2079","11658","434849","6184","37","428628","357106","22800","16955","0","17465","414325","16666","2363","371","16294","2120","44","0","16419","423","339","0","84","3960","0","3960","8","3965","798","884","691","3639","4331","807","1129","11","1129","2210"
"2012","2823","Fabricación de maquinaria para la metalurgia","3","Manufactura","3","Industrias manufactureras","4635","858","301","2916","728","11607","5247","11051","310","31859","16086","15933","25154","341","877","26371","231","1","26140","15671","5107","1362","0","803","7272","2734","113","60","2674","379","8","0","2806","287","277","0","10","843","21","843","3","866","62","1073","0","839","839","59","122","7","124","1162"
"2019","2652","FABRICACIÓN DE RELOJES","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","307","28","10","680","0","770","114","374","21","1960","1023","936","3218","5","184","3407","204","0","3203","1910","780","425","67","0","3182","177","156","0","177","10","0","0","181","580","528","0","52","60","2","58","5","63","2","0","12","41","52","2","11","1","12","0"
"2018","8610","ACTIVIDADES DE HOSPITALES Y CLÍNICAS, CON INTERNACIÓN","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","17","ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL","6606707","1037672","372946","2047600","1271429","18849500","933031","13671881","1393186","38600116","18250500","20825883","32182624","174793","2047696","34433817","666910","53274","33713610","22835373","6151938","347370","612008","1702309","31648999","1695209","166930","43552","1650884","160873","435386","1553","1292082","70302","49067","2","21628","411293","2977","408316","2232","447489","36163","63209","157314","251130","408444","46587","115753","219","115896","160394"
"2012","2814","Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión","3","Manufactura","3","Industrias manufactureras","4144","760","271","1866","622","5861","3316","11309","775","23719","7722","16055","22105","26","509","22640","337","31","22273","13313","4444","2094","32","395","6966","2031","58","0","2031","317","3","0","2042","1109","1100","0","8","673","0","673","2","675","127","1","0","670","670","40","171","1","172","255"
"2012","8513","Educación básica primaria","10","Actividades de la administración pública y defensa, de enseñanza, actividades de atención de la salud y de asistencia social","16","Educación","106658","17947","7442","36334","2527","37717","657","108126","47645","232863","114739","120471","265491","3443","25817","294751","4572","491","289689","84460","164782","10246","8","15391","190427","11074","2595","97","10977","585","5526","2","4972","14176","14061","104","11","1533","0","1532","0","1532","177","552","10","1190","1201","194","531","19","541","724"
"2018","2014","FABRICACIÓN DE CAUCHO SINTÉTICO EN FORMAS PRIMARIAS","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","4878","640","165","2430","30","18607","17898","15909","1046","55921","30494","25690","61004","576","476","62056","530","0","61526","47607","4279","2622","1790","567","56864","5025","363","0","5025","709","0","0","5036","0","0","0","0","1335","0","1335","0","1363","123","70","242","1120","1362","105","153","1","153","285"
